Country Name,,Access to electricity (% of population),Age dependency ratio (% of working-age population),"Agriculture, value added (% of GDP)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Exports of goods and services (% of GDP),Fixed broadband Internet subscribers (per 100 people),GDP per person employed (constant 1990 PPP $),"Government expenditure on education, total (% of GDP)",Imports of goods and services (% of GDP),Individuals using the Internet (% of population),"Industry, value added (% of GDP)","Labor force, total",Mobile cellular subscriptions (per 100 people),"Population, total",Research and development expenditure (% of GDP),Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","Self-employed, total (% of total employment) (modeled ILO estimate)",Telephone lines (per 100 people),"Total employment, total (ages 15+)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
Mexico,2011,99.24835968,54.58755342,3.088461653,6.097000122,2153.71537,4.886000156,13.40100002,24.56599998,62.03300095,31.03670814,9.712039087,38692.31641,5.14620018,32.43297182,37.17629541,33.55680217,51691471,79.42164707,119090017,0.51374,21.889,105.7699585,84.68807983,33.64300156,16.79133189,49008572,5.369900227,6.102799892,5.190000057,78.111,28.75699997,66.35700226
Mexico,2012,99.111637,53.69464891,3.173924884,6.052999973,2187.227534,4.626999855,13.51099968,23.75799942,62.73099899,32.26556692,10.82302345,38862.65234,5.165430069,33.50167718,39.75,33.77646564,53380542,83.36393226,120828307,0.49364,21.595,106.3968811,86.27838135,32.94499969,17.03888808,50754677,5.165800095,6.255899906,4.920000076,78.405,28.31699991,67.05500031
Mexico,2013,99.74873352,52.85599885,3.13878371,5.695000172,2079.193579,4.539000034,13.45800018,24.02099991,62.52099991,31.3056531,10.40337225,38737.28516,4.742420197,32.45922382,43.46,31.85631772,54293599,87.11513352,122535969,0.50404,21.301,106.0886002,88.25679779,32.91199875,15.17393558,51611654,5.355800152,6.202400208,4.940000057,78.699,28.37299967,67.08799744
Mexico,2014,99.172928,52.09057694,3.135260044,5.473999977,2090.175944,4.263999939,13.6239996,24.75,61.62599945,31.89685523,10.49134692,39177.21484,5.325860023,33.07564289,44.39,31.49477235,54835995,84.48477479,124221600,0.53571,21.007,105.1783218,91.83360291,32.18600082,14.94079291,52187622,5.411200047,5.975500107,4.829999924,78.993,27.92199993,67.81400299
Poland,2000,100,46.16071599,3.093977233,4.850999832,3256.180455,3.905999899,18.67099953,31.05900002,50.27000046,27.22895405,,38592.82813,4.993619919,33.56174836,7.285428708,28.88336778,17319035,17.5017208,38258629,0.64205,38.284,98.57536316,100.1179733,27.41399956,28.39280533,14494390,5.897099972,20.03720093,16.30999947,61.716,23.50799942,72.58599854
Poland,2001,100,45.20720003,3.220872464,5.479000092,3260.033263,3.717999935,19.1439991,30.48999977,50.36600113,27.22984711,0.031149409,39492.55859,5.329750061,30.84534761,9.900669707,27.47639347,17575446,25.96994004,38248076,0.62282,38.239,98.14571381,101.6425095,27.98500061,29.59193884,14346834,6.890699863,21.77960014,18.37000084,61.761,24.26799965,72.01499939
Poland,2002,100,44.41220373,2.694120651,5.701000214,3208.392157,3.795000076,19.32699966,28.64299965,52.03099823,28.75821751,0.316189865,41550.98828,5.3979702,32.1662388,21.15,26.72421131,17379008,36.11449054,38230364,0.55758,38.213,97.08197021,103.8081589,28.25600052,30.82091395,13922283,7.439899921,22.71089935,19.88999939,61.787,24.46100044,71.7440033
Poland,2003,100,43.70909506,2.581301053,5.322000027,3324.471392,3.792000055,18.41799927,28.58200073,53,33.39129715,0.509255928,42970.78516,5.332180023,36.04600853,24.87,27.5248543,17299857,45.26991017,38204570,0.53879,38.324,96.01966858,105.7078705,27.00699997,31.97925452,13948899,7.694600105,22.25149918,19.37000084,61.676,23.21499968,72.99299622
Poland,2004,100,42.98808924,3.266556778,5.367000103,3416.118632,4.006000042,18.00200081,28.82600021,53.17200089,34.26481842,2.281132135,45124.73047,5.35574007,36.94834856,32.53,28.96977907,17265330,60.15216507,38182222,0.55255,38.436,95.19010925,97.56375122,26.53100014,32.69469586,13972747,8.121299744,21.83760071,19.06999969,61.564,22.5260005,73.46900177
Poland,2005,100,42.22291767,2.897923002,5.255000114,3437.323998,3.967000008,17.37800026,29.24900055,53.3730011,34.60969966,2.463746915,45278.23438,5.426089764,35.66526127,38.81,28.82546433,17529421,76.02806072,38165445,0.56308,38.548,94.540802,99.59420776,25.78199959,30.85354652,14418116,7.990499973,21.72249985,17.75,61.452,21.81600094,74.21800232
Poland,2006,100,41.5827926,2.669411043,4.537000179,3584.962188,4.044000149,15.79100037,29.97900009,54.22900009,37.8639851,7.592783878,46433.29297,5.205729961,39.92740862,44.58,29.02804573,17325045,95.83844839,38141267,0.55073,38.659,94.57997894,98.6689682,24.46299934,29.93036756,14927259,6.399499893,17.07589912,13.84000015,61.341,20.41900015,75.53700256
Poland,2007,100,40.98963878,3.006471007,4.214000225,3661.646104,4.05700016,14.74499989,30.72400093,54.53099823,38.56459008,10.88976831,47346.90234,4.868340015,42.09741454,48.6,28.97082784,17328555,107.9812735,38120560,0.56076,38.771,94.71443939,98.11852264,23.49600029,27.36937799,15665173,5.253799915,11.70059967,9.600000381,61.229,19.43900061,76.5039978
Poland,2008,100,40.51420134,2.535944805,4.111999989,3725.748778,4.079999924,13.97099972,31.88999939,54.13899994,37.85698901,11.6441116,47403.78906,5.040440083,42.89746507,53.13,29.107925,17565954,114.6133733,38125759,0.59738,38.884,94.85401154,97.20890808,22.9640007,24.66733997,16315288,4.228300095,9.041799545,7.119999886,61.116,18.8829999,77.03600311
Poland,2009,100,40.24647862,2.485118874,3.95600009,3590.832081,4.139999866,13.28499985,31.11000061,55.60499954,37.18445017,14.60148462,48590.58594,4.989099979,38.0414631,58.97,29.80561256,17834006,116.9126784,38151603,0.66204,38.996,95.59742737,96.31356049,22.78199959,22.16172684,16377049,4.722300053,9.809800148,8.170000076,61.004,18.64199996,77.21800232
Poland,2010,100,40.23209214,2.565906823,3.897000074,3797.092296,4.231999874,13.0539999,30.3029995,56.64300156,40.0551305,15.28699879,50447.47656,5.068429947,42.05319595,62.32,29.17695866,18035960,122.5155089,38042794,0.71836,39.108,96.5907135,96.00643158,22.98600006,20.0062745,16297162,5.325799942,11.69519997,9.640000343,60.892,18.75400043,77.01399994
Poland,2011,100,40.71485239,2.831907094,3.739000082,3879.542094,4.21999979,12.90799999,30.67300034,56.41899872,42.56317238,18.19404411,52804.30078,4.820119858,44.51955038,61.94999897,29.83238705,18103946,130.8950481,38063255,0.74438,39.22,97.49823761,95.9167099,22.87400055,17.88212332,16360511,5.825300217,12.12230015,9.630000114,60.78,18.65400004,77.12599945
Poland,2012,100,41.27639925,2.664314099,3.538000107,3899.176642,4.172999859,12.57900047,30.41600037,57.00600052,44.44359206,17.97532004,53560.83984,4.811810017,44.88387008,62.30999727,29.74337573,18229612,141.1531141,38063164,0.88055,39.346,99.7170105,96.07224274,22.40299988,15.5305302,16390036,6.222199917,12.85999966,10.09000015,60.654,18.2300005,77.59700012
Poland,2013,100,41.96523437,2.873929851,3.312999964,3938.255208,4.199999809,11.9989996,30.54000092,57.46099854,46.31983318,18.35331704,54314.9375,4.940110207,44.37203323,62.8492,28.62197061,18268083,148.717357,38040196,0.8689,39.471,99.7767868,106.9244385,21.83799934,21.55454538,16380814,6.356699944,13.23589993,10.32999992,60.529,17.63799977,78.16200256
Poland,2014,100,42.83163166,2.613083501,3.107000113,3971.799761,4.132999897,11.49100018,30.54199982,57.96699905,47.58720503,18.89077029,54888.9375,4.912409782,46.14573236,66.6,29.44186109,18389715,148.6047498,38011735,0.94001,39.597,99.33656311,106.1488113,21.36100006,25.41437012,16736510,5.301700115,11.7123003,8.989999771,60.403,17.2280004,78.63899994
Portugal,2000,100,47.79974416,3.107813368,2.290999889,3988.960824,6.30700016,12.73700047,34.75699997,52.50600052,28.19085674,0.242913721,52691.36328,5.161769867,39.23253339,16.43046769,24.44988046,5245791,64.3638406,10289898,0.7239,45.601,122.3840103,104.0786591,26.23900032,41.72816203,5045332,2.941699982,6.591400146,3.819999933,54.399,19.93200064,73.76100159
Portugal,2001,100,47.83672955,2.955751486,2.26699996,4119.670488,6.264999866,13.07900047,33.43500137,53.48500061,27.42399659,0.955024717,52797.60938,5.33506012,37.64007121,18.08713656,24.13253037,5352433,76.71216134,10362722,0.76355,44.956,122.217659,105.1287613,27.82099915,42.17061667,5147449,3.164799929,5.350500107,3.829999924,55.044,21.55700088,72.17900085
Portugal,2002,100,47.97564422,2.721135472,1.833999991,4271.168528,6.293000221,12.625,33.33100128,54.04399872,26.94555282,2.495205707,52754.10938,5.255879879,35.21550098,19.37,23.48216221,5442555,83.0168098,10419631,0.71958,44.334,118.3535614,106.6573105,27.56299973,41.6570883,5197630,5.296599865,6.053199768,4.5,55.666,21.27100027,72.43699646
Portugal,2003,100,48.19349337,2.64887017,1.559000015,4375.732217,6.374000072,12.97299957,32.6609993,54.36600113,26.75170904,4.787113479,52907.56641,5.278269768,33.68655817,29.67,22.61343913,5467241,95.38092133,10458821,0.69834,43.713,118.8091736,105.8210602,27.35099983,40.82266492,5132087,6.227399826,7.965099812,6.130000114,56.287,20.97699928,72.64900208
Portugal,2004,100,48.4079835,2.596339467,1.440999985,4533.539695,6.429999828,12.29699993,31.06100082,56.64199829,27.25438753,7.963047673,54059.69922,5.042300224,35.50859313,31.78,22.21654261,5450424,100.4068285,10483861,0.73049,43.093,117.94133,94.48364258,26.17399979,40.2560991,5105937,4.470499992,7.181099892,6.320000172,56.907,19.74300003,73.8259964
Portugal,2005,100,48.55214635,2.29543855,1.457999945,4682.991013,5.883999825,12.05099964,30.38699913,57.56100082,26.7342552,11.03038571,54583.45703,5.070759773,35.83755053,34.99,21.3673654,5504303,108.3438682,10503330,0.75542,42.478,117.4743195,97.34256744,25.84700012,40.07014948,5087072,6.715400219,9.257399559,7.579999924,57.522,19.96299911,74.15299988
Portugal,2006,100,49.16433684,2.247762336,1.218999982,4827.467182,5.455999851,11.9090004,30.30900002,57.7820015,29.91706733,13.43107152,55130.98438,4.90802002,38.1559689,38.01,21.14638119,5530519,115.3442973,10522288,0.95598,41.863,117.41185,97.91605377,24.72900009,40.016968,5107448,7.236100197,9.161999702,7.650000095,58.137,19.27300084,75.27100372
Portugal,2007,100,49.64454509,1.995804163,1.069000006,4890.560188,5.583000183,11.84200001,30.24099922,57.91699982,31.00574278,14.3653129,56421.60156,4.921909809,38.64733705,42.09,21.15223794,5552461,126.7851539,10542964,1.12728,41.251,116.4422989,101.3819809,24.8239994,39.54611989,5110472,8.705699921,9.303700447,7.960000038,58.749,19.23999953,75.1760025
Portugal,2008,100,50.01264529,1.960843837,0.913999975,4850.837413,5.547999859,11.43999958,28.99200058,59.56800079,31.1252705,15.35309614,56308.78906,4.702129841,40.83805756,44.13,20.43692644,5546491,131.8912545,10558177,1.44418,40.641,115.1516495,103.1230621,24.35199928,39.05482854,5127713,8.058799744,9.245800018,7.550000191,59.359,18.80399936,75.64800262
Portugal,2009,100,50.34593841,1.942959343,0.869000018,4843.849694,5.425000191,11.44699955,27.80400085,60.7480011,27.08071141,17.93355093,56327.20703,5.562139988,34.00156593,48.27,19.85065221,5492076,110.6416365,10568247,1.58377,40.036,112.6606979,105.3452225,24.05500031,40.60079643,4974170,6.474100113,11.24440002,9.430000305,59.964,18.6299997,75.94499969
Portugal,2010,100,50.71447937,1.924852231,0.952000022,4959.094305,5.172999859,11.19799995,27.25499916,61.54600143,29.87325191,19.96455984,58359.62891,5.402890205,37.43159749,53.3,19.90771602,5489308,114.6264462,10573100,1.53198,39.433,111.091507,106.2137604,23.1420002,42.11486868,4898098,7.635799885,13.34350014,10.77000046,60.567,17.96800077,76.85800171
Portugal,2011,100,51.17772615,1.8213977,0.619000018,4848.279337,5.166999817,10.21000004,26.85499954,62.93600082,34.29133363,21.1102714,59236.63672,5.121290207,38.57254694,55.24999688,19.3294979,5431188,116.0867004,10557560,1.45821,38.833,110.2782364,106.0726166,21.55599976,42.75218746,4742450,8.629699707,14.49960041,12.68000031,61.167,16.38999993,78.44400024
Portugal,2012,100,51.68182497,1.907232622,0.671000004,4736.351771,5.051000118,10.80700016,25.14900017,64.04299927,37.71057061,22.59325687,59237.28516,4.946400166,38.21839086,60.33999749,19.09918462,5388411,112.6230069,10514844,1.38103,38.237,109.1242294,108.2000198,22.10199928,43.07458045,4551634,11.96459961,18.78479958,15.52999973,61.763,17.05099916,77.89800262
Portugal,2013,100,52.23802679,2.080247254,0.677999973,4685.054787,5.238999844,10.22999954,23.69799995,66.07299805,39.51617604,24.34874028,60014.91016,5.277870178,38.51116825,62.0956,18.88218011,5297389,113.899737,10457295,1.32851,37.648,109.0199127,118.8957901,21.95599937,43.02749116,4440290,13.88539982,19.11840057,16.18000031,62.352,16.71800089,78.04399872
Portugal,2014,100,52.82307393,2.028823187,0.541999996,4662.6008,5.210000038,8.647999763,23.85899925,67.4940033,40.07437411,27.29185512,59564.36328,5.123250008,39.88538186,64.59,18.93092148,5241883,113.6036305,10401062,1.29032,37.064,107.6059036,115.5455627,19.77099991,43.8209281,4513732,11.16829967,16.8076992,13.89000034,62.936,14.56100005,80.22899628
Russian Federation,2000,100,44.27222852,5.751752081,0.141000003,5198.416768,0.944000006,14.49300003,28.40999985,57.09700012,44.06072054,,31068.92188,2.939810038,24.03361805,1.977230109,33.91918528,74243259,2.229014825,146596557,1.04921,26.65,102.7866821,,8.81000042,21.90625933,66388186,,,10.57999992,73.35,7.865999907,91.19000244
Russian Federation,2001,100,43.66378564,5.875710005,0.068999998,5274.377721,1.35800004,12.04500008,29.40099907,58.55400085,36.89342099,,32650.8125,3.106019974,24.21731741,2.944367787,31.83729147,72920128,5.315301052,145976083,1.17741,26.654,106.0929031,,7.455999851,22.82222751,66372116,,,8.979999542,73.346,6.097999804,92.54399872
Russian Federation,2002,100,43.04867778,5.571472141,0.093000002,5304.431723,1.317999959,11.33699989,29.5359993,59.1269989,35.24933157,0.007576025,33362.50391,3.839020014,24.4583426,4.128271818,28.98237978,73864433,12.1276699,145306046,1.25004,26.659,113.9664001,,7.320000172,24.44989762,68013881,12.30000019,5.139999866,7.920000076,73.341,6.001999922,92.68000031
Russian Federation,2003,100,42.39591909,5.502946052,0.119000003,5478.14413,1.164999962,10.88300037,30.39100075,58.72600174,35.24998177,0.237231195,35971.53125,3.678539991,23.87828723,8.298860616,28.65313499,73729120,24.9923652,144648257,1.28684,26.627,121.0858383,91.53060913,6.978000164,24.96806457,67660462,12.72000027,5.659999847,8.229999542,73.373,5.81299977,93.02200317
Russian Federation,2004,100,41.66422893,4.904441948,0.097999997,5633.855746,1.312000036,10.15499973,29.74900055,60.09600067,34.41789105,0.46860484,37998.36719,3.547869921,22.16396134,12.8593889,31.70222243,74418531,51.18013339,144067054,1.15318,26.582,,85.34301758,7.237999916,26.72783161,68629035,5.110000134,10.40999985,7.78000021,73.418,5.926000066,92.76200104
Russian Federation,2005,100,40.8296512,4.255916006,0.116999999,5770.112336,1.294999957,10.17399979,29.7859993,60.04000092,35.20306596,1.10640585,39839.5625,3.771929979,21.51018253,15.2266732,32.62923207,74945765,83.55487851,143518523,1.06845,26.537,95.27104187,82.94197083,7.552000046,27.92125524,69572059,,,7.170000076,73.463,6.255999938,92.44799805
Russian Federation,2006,100,40.31476379,3.861312471,0.092,6098.538123,1.230000019,9.972999573,29.32999992,60.6969986,33.73047544,2.023402633,42887.34766,3.866260052,21.00292642,18.02327746,31.78026059,75195704,105.1290236,143049528,1.07363,26.492,95.04875946,82.74542236,7.300000191,30.63012951,69811282,4.489999771,9.539999962,7.159999847,73.508,6.070000164,92.69999695
Russian Federation,2007,100,39.65662437,3.77890321,0.123000003,6286.050536,1.399999976,8.994000435,29.18700027,61.81900024,30.16407249,3.42297949,45404.43359,,21.54207083,24.66,31.22205323,76180717,119.594712,142805088,1.11771,26.447,95.70690155,83.05285645,7.252999783,31.58796308,71533857,3.769999981,8.289999962,6.099999905,73.553,5.853000022,92.74700165
Russian Federation,2008,100,39.07341394,3.753345661,0.136000007,6399.684466,1.501000047,8.645000458,28.9470005,62.40800095,31.30959764,6.485737559,47578.12891,4.101749897,22.07293201,26.83,30.78691839,76697252,139.4449929,142742350,1.04376,26.402,97.53751373,83.28485107,7.205999851,31.82714123,71849482,4.050000191,8.770000458,6.320000172,73.598,5.704999775,92.79399872
Russian Federation,2009,100,38.77645789,4.084450652,0.342999995,6095.380575,1.350000024,8.42800045,27.45700073,64.11499786,27.93811458,9.015130849,44835.42969,,20.49696963,29,29.32695306,76762384,160.7698335,142785342,1.25215,26.358,99.22885132,84.96945953,7.353000164,31.71341402,70299168,5.28000021,11.28999996,8.420000076,73.642,6.001999915,92.64700317
Russian Federation,2010,100,38.84552894,3.343901223,0.435000002,6409.895218,1.276000023,7.747000217,27.74399948,64.50900269,29.21558677,10.96722017,46425.69531,,21.13996351,43,29.9996149,76595377,166.037583,142849449,1.1304,26.313,,,6.793000221,31.37590993,70950512,6.78249979,6.147099972,7.369999886,73.687,5.516999781,93.20700073
Russian Federation,2011,100,39.29135563,3.385779136,0.298000008,6485.760845,1.243999958,7.68599987,27.45299911,64.86100006,27.9769231,12.30930832,47747.59375,,19.92417688,49,29.25854935,76961789,142.2211191,142960868,1.02249,26.268,100.9277725,92.0496521,7.071000099,30.8182549,71927708,6.004799843,5.456099987,6.539999962,73.732,5.826999813,92.92900085
Russian Federation,2012,100,40.11191543,3.200116745,0.407000005,6617.136241,1.177999973,7.326000214,27.76799965,64.90599823,26.88344496,14.58876649,48984.15625,3.789730072,20.2261071,63.8,29.25628698,76800194,145.0733488,143201676,1.04614,26.209,101.1942215,96.16113281,6.901000023,29.40190522,72621218,5.106500149,4.452600002,5.440000057,73.791,5.72299999,93.09899902
Russian Federation,2013,100,41.18525502,3.160548664,0.381000012,6539.211202,1.29400003,6.992000103,27.72699928,65.28099823,25.79296505,16.53607524,49847.06641,,20.40039024,67.97,28.20520829,76521071,152.0226901,143506911,1.05605,26.137,100.2664337,98.79966736,7.270999908,28.18518714,72342544,5.179399967,4.468500137,5.460000038,73.863,5.977000207,92.72899628
Russian Federation,2014,100,42.34597562,3.53805053,0.398000002,6602.657525,1.343000054,6.723999977,27.51600075,65.75900269,27.05302069,17.35553063,50217.29688,,20.64592236,70.52,27.90419798,76349070,153.7480762,143819666,1.08797,26.05,98.65293121,100.5328674,7.209000111,26.58055768,72410094,4.726299763,4.377500057,5.159999847,73.95,5.865999937,92.79100037
Singapore,2000,100,40.45201152,0.092120881,0.375999987,7575.435954,5.78399992,0.147,33.85699844,65.9960022,189.1812439,1.762920418,108725,3.321360111,176.8896432,36,32.46474197,2046758,70.19489213,4027887,1.82395,0,,,10.40400028,49.71946571,1971020,,,3.700000048,100,4.619999945,89.59600067
Singapore,2001,100,39.668947,0.082638377,1.029999971,7516.1696,5.186999798,0.708000004,25.95199966,73.33999634,184.4794251,3.757360134,104198.9453,3.551379919,168.2698012,41.67042518,30.35035046,2117782,74.44052037,4138012,2.02043,0,,,15.41100025,48.45999245,2038148,1.090000033,4.570000172,3.75999999,100,10.22400022,84.58899689
Singapore,2002,100,39.00294153,0.071311469,0.870999992,7756.318921,5.21999979,0.68900001,25.28800011,74.02300262,185.9709567,6.535618637,108555.8828,3.900629997,168.3211251,47,30.62578547,2121297,80.19446128,4175950,2.06343,0,,,15.18999958,46.64979347,2001462,2.200000048,6.539999962,5.650000095,100,9.968999565,84.80999756
Singapore,2003,100,38.46176107,0.061421645,0.824000001,8113.587306,5.248000145,0.713999987,25.1420002,74.14399719,205.175099,9.815745906,109956.8828,4.007780075,177.664652,53.83794329,30.04512538,2101508,84.17866964,4114826,2.02631,0,,,14.9829998,44.46619969,1976892,2.410000086,7.5,5.929999828,100,9.735000253,85.01699829
Singapore,2004,100,38.01377996,0.055958114,0.787999988,8314.325321,5.425000191,0.741999984,24.0909996,75.16699982,216.421375,12.47585834,116507.1016,3.677010059,190.0608026,62,31.602915,2137291,91.31953026,4166664,2.10461,0,,,15.57600021,42.49389022,2012467,,,5.840000153,100,10.15200031,84.4240036
Singapore,2005,100,37.69109503,0.055075115,0.711000025,8678.168168,5.097000122,0.924000025,21.8220005,77.2539978,226.227166,14.61130847,120109.4766,3.219660044,196.421202,61,30.91246452,2214085,97.62990415,4265762,2.16142,0,,,15.26200008,41.0684202,2090331,,,5.590000153,100,10.16400009,84.73799896
Singapore,2006,100,37.56341973,0.049013137,0.671000004,8720.022084,5.127999783,1.077999949,22.25900078,76.66300201,230.10633,17.08406143,124234.6719,2.867870092,200.2853067,59,30.38065024,2314109,103.8313702,4401365,2.13179,0,,,15.19400024,40.18950103,2210419,4.28000021,5.010000229,4.480000019,100,10.06500006,84.80599976
Singapore,2007,100,37.35684259,0.042986207,0.796999991,8706.579067,5.139999866,0.991999984,22.63199997,76.375,214.7636607,19.56670938,129578.3984,2.963360071,183.982108,69.9,27.66966095,2444598,125.1783402,4588599,2.33915,0,,,15.47000027,39.34049624,2349287,4.320000172,4.099999905,3.900000095,100,10.32999998,84.52999878
Singapore,2008,100,36.93920782,0.041620646,0.656000018,8401.048395,5.112999916,1.07099998,22.69199944,76.23699951,231.1944905,22.08154878,126250.6328,2.779360056,210.4093163,69,25.89723377,2629314,132.233681,4839396,2.62062,0,,,15.12300014,38.67156974,2525183,4.659999847,4.150000095,3.960000038,100,10.01000011,84.8769989
Singapore,2009,100,36.36384266,0.040949339,0.629000008,8114.367449,4.928999901,0.141000003,31.35400009,68.50499725,192.1680995,24.84131565,122405.7891,3.031840086,168.7639803,69,26.47950032,2725971,138.652201,4987573,2.15815,0,,,14.78899956,38.88617461,2606548,,,4.380000114,100,9.859999955,85.21099854
Singapore,2010,100,35.79592462,0.036728997,0.55400002,8679.99335,5.334000111,0.126000002,30.38599968,69.48799896,199.7474571,26.37630137,134678.25,3.108360052,173.6970745,71,26.09244726,2808399,145.5308093,5076732,2.01523,0,,,14.5340004,39.33781767,2719351,,,3.170000076,100,9.199999928,85.46600342
Singapore,2011,100,35.80927709,0.034542245,0.748000026,8651.755275,5.428999901,1.036999941,19.75399971,79.20899963,203.2375792,27.20624758,139019.3281,3.074189901,176.4466834,71,24.73702952,2886652,150.5848995,5183688,2.15275,0,,,15.04500008,38.98943918,2801195,2.99000001,3.920000076,2.960000038,100,9.616000056,84.95500183
Singapore,2012,100,36.00438496,0.033172299,0.635999978,8673.985216,6.05700016,1.139999986,19.39800072,79.46199799,197.0572179,27.18291438,139951.8438,3.112659931,173.6288485,72,24.63939234,2994964,153.0575656,5312437,2.00685,0,,,15.36100006,37.70851523,2908712,3.089999914,3.140000105,2.880000114,100,9.304000199,84.63899994
Singapore,2013,100,36.34733872,0.033966491,0.533999979,8680.606361,6.276000023,1.139000058,18.7329998,80.1269989,194.0824546,27.85759015,143822.5625,2.91283989,171.6107073,80.90205685,23.15291457,3055059,157.4026593,5399162,2.01219,0,,,14.95499992,36.69203149,2969817,2.869999886,3.25,2.789999962,100,8.679000437,85.04499817
Singapore,2014,100,36.79792177,0.034984017,0.550000012,8844.687593,5.350999832,1.026000023,16.66799927,82.30599976,191.2734511,27.05410196,144485.3906,,167.9804039,79.02923586,24.02269579,3139951,148.7388273,5469724,2.19754,0,,,14.66300011,36.64784626,3052031,,,2.799999952,100,9.312000096,85.33699799
South Africa,2000,71.33917999,60.34269719,2.994745986,0.84799999,4503.774084,6.820000172,15.77299976,24.37599945,59.85200119,27.15888005,,35318.27734,5.443580151,24.27889391,5.348559732,29.06573224,16096198,18.23596605,45728315,,43.109,103.9291992,82.54679108,18.20299911,10.8504829,12350467,7.256000042,36.12139893,23.27000046,56.891,11.38400024,81.79699707
South Africa,2001,70.2,59.58894078,3.216383213,0.836000025,4226.645998,7.085999966,10.57499981,26.0529995,63.37200165,29.37482794,,36619.02734,5.159480095,25.42680549,6.346619318,29.55042518,16397744,23.25535972,46385006,0.71315,42.632,103.5320663,83.82834625,18.4109993,10.61648672,12237692,8.727700233,37.38050079,25.37000084,57.368,11.32500035,81.58899689
South Africa,2002,77.1,58.75890264,3.384390416,0.810000002,4444.524967,6.968999863,12.65100002,25.66799927,61.68000031,31.78083655,0.005675563,38190.83203,5.066219807,27.98379975,6.710322437,29.69304137,16704716,29.13696592,47026173,,42.102,104.3749771,85.14560699,18.22599983,10.45587954,12164416,8.583100319,41.05400085,27.18000031,57.898,11.2560001,81.77400208
South Africa,2003,78.8,57.89397347,3.052348605,0.764999986,4470.822484,6.84800005,10.64099979,25.08300018,64.27600098,26.88506116,0.04263073,38561.41406,4.864850044,24.51676993,7.007691726,28.00773289,17018223,35.38394635,47648727,0.75809,41.554,104.5656967,86.43106079,18.13400078,10.3045775,12402876,6.53249979,39.30860138,27.12000084,58.446,11.28500044,81.86599731
South Africa,2004,80.9,57.0490035,2.763467723,0.720000029,4498.97865,7.019999981,9.149999619,26.18600082,64.66400146,25.46709621,0.124359046,38039.14063,5.068910122,25.61093793,8.425118683,27.31360679,17450742,43.19196922,48247395,0.81149,41.007,104.3191299,88.96367645,18.13899994,10.16220668,13145681,5.002500057,37.34120178,24.67000008,58.993,11.1190002,81.86100006
South Africa,2005,80.9,56.25492111,2.389623573,1.059000015,4547.651272,6.945000172,7.537000179,25.68400002,66.77799988,26.44666415,0.338566194,38655.82031,5.063199997,26.70245124,7.48854253,27.13740519,17881809,69.56073407,48820586,0.86276,40.464,102.6405487,90.14395142,19.02000046,10.0285564,13618532,3.559099913,37.33710098,23.84000015,59.536,12.07400036,80.98000336
South Africa,2006,80.7,55.78628257,2.331412417,0.611000001,4638.224223,7.372000217,8.522000313,25.6760006,65.80200195,29.27389366,0.678851084,39324.90234,5.072569847,31.00337066,7.607139675,26.23562031,18269707,80.34505387,49364582,0.89786,39.923,101.8043213,92.88368225,19.90200043,9.903861842,14137176,2.880000114,36.12929916,22.62000084,60.077,12.52999967,80.09799957
South Africa,2007,82,55.34185562,2.643372701,0.441000015,4777.05886,6.916999817,8.829999924,26.06399918,65.10700226,31.17385051,0.757709681,40418.46875,4.974140167,32.50923678,8.065375174,26.5262607,18658408,84.79132144,49887181,0.88266,39.384,102.5147476,93.73834229,17.9810009,9.786081118,14491860,4.731800079,33.34469986,22.32999992,60.616,11.06400016,82.01899719
South Africa,2008,81.9,54.92047808,2.859484952,0.859000027,4606.629488,5.732999802,5.65500021,25.77799988,68.56700134,35.62243807,0.845034734,40086.34766,4.866000175,37.24295217,8.43,28.2842626,19438477,89.26423242,50412129,0.88781,38.846,101.2642136,91.29223633,15.91300011,9.670291846,15078122,6.917500019,27.55629921,22.43000031,61.154,10.18000013,84.08699799
South Africa,2009,82.7,54.51122491,2.713427607,0.861000001,4385.254323,5.474999905,5.065999985,25.25699997,69.67700195,27.91188817,0.943677223,40771.19141,5.248690128,27.50637343,10,27.58361623,19090878,91.10310923,50970818,0.83485,38.313,99.63056183,91.87120819,15.55799961,9.550562834,14597077,6.87680006,28.15589905,23.54000092,61.687,10.08300012,84.44200134
South Africa,2010,82.9,54.11574791,2.387365685,0.861000001,4510.216535,5.583000183,4.855999947,24.40299988,70.74099731,28.61523693,1.440350594,43332.29297,5.721739769,27.37375583,24,27.38133894,18791368,97.64917918,51584663,0.7365,37.782,97.88723755,92.00073242,15.88500023,9.423343524,14151843,7.61070013,30.08139992,24.69000053,62.218,10.30099958,84.11499786
